test_ligand,auroc,aupr,aupr_corrected,pearson,ligand_clean,ligand,n_lr_edges,max_delta_AD_vs_CN,mean_delta_AD_vs_CN,source_families,source_cellstates,target_cellstates,lr_pair_examples
INHBB,0.5612812086425076,0.030999255590613554,0.006484829793894715,0.03560076587437202,INHBB,INHBB,3,0.314040368929021,0.19534113182478233,Astrocyte,Astro_Homeostatic;Astro_Intermediate,CapEC_ActHigh;Cerebrovascular_Venous,INHBB - SMAD3
BMP1,0.5599339767134045,0.030924685256731112,0.006410259460012273,0.034854025446779534,BMP1,BMP1,15,0.7508256660264031,0.2202895804000813,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,BMP1 - BMPR1A;BMP1 - BMPR2
GRN,0.5499070618150457,0.0309052391690279,0.006390813372309061,0.021309279836876277,GRN,GRN,23,0.804532797437439,0.22200452702212253,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,GRN - EGFR;GRN - NTRK1;GRN - TNFRSF1A;GRN - TNFRSF1B
ADM,0.5632500111525818,0.030879983914926735,0.006365558118207895,0.010189249104949264,ADM,ADM,1,0.31725545221757,0.31725545221757,Astrocyte,Astro_Reactive,CapEC_ActLow,ADM - RAMP3
LGI1,0.544931523145326,0.03087486440653619,0.006360438609817349,0.03032385628052387,LGI1,LGI1,3,0.14417058786752013,0.0892868492435904,Astrocyte,Astro_Intermediate;Astro_Reactive,Cerebrovascular_Pericyte;Cerebrovascular_Venous,LGI1 - ADAM22;LGI1 - ADAM23
PLTP,0.5421225594432626,0.030864489765979313,0.0063500639692604735,0.03225362356917714,PLTP,PLTP,14,0.4497864143822399,0.1998381209488202,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,PLTP - ABCA1
IGSF11,0.5593153801543506,0.030858677119347862,0.006344251322629023,0.03462768096117683,IGSF11,IGSF11,3,0.66506963517477,0.43990717191456674,Astrocyte,Astro_Homeostatic;Astro_Intermediate,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte,IGSF11 - VSIR
ANGPTL4,0.5533004208241016,0.030838205966438343,0.006323780169719503,0.003598499956261065,ANGPTL4,ANGPTL4,45,1.83324123760224,0.7540610020037726,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ANGPTL4 - CDH11;ANGPTL4 - CDH5;ANGPTL4 - GPIHBP1;ANGPTL4 - ITGA5/ITGB1;ANGPTL4 - SDC2
COPA,0.5513762286428047,0.03082540197626865,0.006310976179549812,0.019115991282279008,COPA,COPA,13,0.432519626465886,0.19862809116778396,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Venous,COPA - CD74;COPA - NTRK1
PSEN1,0.550515249297385,0.03075707771663523,0.006242651919916391,0.019877028533503125,PSEN1,PSEN1,10,0.5909463463328302,0.16535985524449565,Astrocyte;Microglia,Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,PSEN1 - NOTCH1;PSEN1 - NOTCH2;PSEN1 - NOTCH3
F13A1,0.5547398474326757,0.030756709917396614,0.006242284120677774,0.03442470875760885,F13A1,F13A1,5,0.3928647282000099,0.24206109057953806,Microglia,Micro_DAM,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,F13A1 - ITGB1
CNTN1,0.5421969099912247,0.0306274617912062,0.00611303599448736,0.028827623480998637,CNTN1,CNTN1,7,0.6751661807428202,0.2570405610094915,Astrocyte,Astro_Homeostatic;Astro_Intermediate,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CNTN1 - NOTCH1;CNTN1 - NOTCH2
FBN1,0.5475560974884365,0.03054346856383764,0.006029042767118801,0.023892724181041117,FBN1,FBN1,11,0.5526142282883328,0.29876112100562585,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Venous,FBN1 - ITGA5;FBN1 - ITGB1
OMG,0.5557614239616947,0.03053231390741293,0.006017888110694092,0.018549944624916558,OMG,OMG,5,0.166450333208007,0.12053604599322863,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_Homeostatic,CapEC_ActHigh;Cerebrovascular_Pericyte,OMG - TNFRSF1B
PSAP,0.5443828161013526,0.030530606142896877,0.006016180346178037,0.02357141973947441,PSAP,PSAP,6,0.600709821598143,0.32504371635205365,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,Cerebrovascular_Pericyte;Cerebrovascular_Venous,PSAP - AR;PSAP - LRP1
CNTN6,0.5490743356778518,0.03047625666984179,0.00596183087312295,0.03129993886191982,CNTN6,CNTN6,9,0.2183553687708064,0.09956597846882799,Astrocyte,Astro_Homeostatic;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CNTN6 - NOTCH1;CNTN6 - PTPRG
PTDSS1,0.5431322398846083,0.030383978360151182,0.0058695525634323426,0.028061254507078633,PTDSS1,PTDSS1,7,0.73133177496483,0.26214130743758884,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Venous,PTDSS1 - SCARB1
CXCL12,0.558818718493956,0.030349569116118268,0.005835143319399428,0.009767931977847985,CXCL12,CXCL12,3,0.196106372601295,0.11566230418469503,Microglia,Micro_DAM,CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Venous,CXCL12 - ITGA5;CXCL12 - ITGB1
WNT2B,0.5578923106663284,0.030324476191546244,0.005810050394827404,0.024290625499548357,WNT2B,WNT2B,26,1.0599305635922331,0.2441421613835732,Microglia,Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,WNT2B - FZD1/LRP5;WNT2B - FZD1/LRP6;WNT2B - FZD3/LRP5;WNT2B - FZD3/LRP6;WNT2B - FZD4/LRP5
VEGFC,0.56313848533063815,0.0303236141908003,0.005809188394081462,0.014499845652191732,VEGFC,VEGFC,5,0.14026656779889052,0.05529954269724889,Astrocyte,Astro_Homeostatic,CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,VEGFC - FLT1;VEGFC - FLT4/KDR;VEGFC - ITGB1;VEGFC - NRP2
FBLN1,0.5591830361789748,0.030282596354942903,0.005768170558224064,0.029615156248100488,FBLN1,FBLN1,1,0.06365172604674602,0.06365172604674602,Astrocyte,Astro_Reactive,Cerebrovascular_Venous,FBLN1 - ITGB1
RSPO2,0.5449999256494509,0.030263907894987802,0.005749482098268963,0.03138156620414865,RSPO2,RSPO2,1,0.0985719167564893,0.0985719167564893,Astrocyte,Astro_Reactive,Cerebrovascular_Venous,RSPO2 - ZNRF3
EFEMP2,0.550614879031656,0.030261762231862215,0.005747336435143375,0.032218805237341976,EFEMP2,EFEMP2,6,0.28899197684809996,0.17560922985709282,Astrocyte,Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,EFEMP2 - PLSCR4
NRXN1,0.5425582536543283,0.030249431448183168,0.005735005651464328,0.030436435399081058,NRXN1,NRXN1,4,0.093931249509567,0.05679152580193428,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,Cerebrovascular_Venous,NRXN1 - NLGN1;NRXN1 - NLGN2
CALR,0.54153072908147315,0.030047756647242962,0.005533330850524123,0.01003500971367676,CALR,CALR,22,0.908971921073852,0.23994091683155236,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CALR - ITGA3;CALR - ITGAV;CALR - LRP1;CALR - SCARF1
LAMA2,0.5435010186025053,0.02990827350657753,0.005393847709858689,-0.0030520011115167294,LAMA2,LAMA2,20,0.521785963457463,0.205843557453277,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,LAMA2 - DAG1;LAMA2 - ITGA1;LAMA2 - ITGA2/ITGB1;LAMA2 - ITGA3/ITGB1;LAMA2 - ITGA6/ITGB1
CX3CL1,0.5553049115971987,0.0298425449973257,0.00532811920060686,-0.0032960149703462438,CX3CL1,CX3CL1,6,0.649983480122617,0.30840665084084323,Astrocyte,Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,CX3CL1 - ITGAV
RGMA,0.5519933381909001,0.0296366963398121,0.0051222705430932595,0.028709475990126247,RGMA,RGMA,6,1.7180554637255403,1.1478209044365033,Astrocyte,Astro_Intermediate,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,RGMA - BMPR1B;RGMA - BMPR2
BMP7,0.5604455084833965,0.029505234236724853,0.004990808440006014,0.003514237229059331,BMP7,BMP7,47,1.7478223452594697,0.45753202821358846,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,BMP7 - ACTR2;BMP7 - ACVR1/ACVR2A;BMP7 - ACVR1/ACVR2B;BMP7 - ACVR1/BMPR2;BMP7 - ACVR1B
DLL1,0.5420154946541962,0.029484982633382454,0.004970556836663614,0.021283583353105973,DLL1,DLL1,7,0.533207353446624,0.30251228187585794,Astrocyte,Astro_Intermediate,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,DLL1 - NOTCH1;DLL1 - NOTCH3;DLL1 - NOTCH4
MFNG,0.5322398846079494,0.029234510593772255,0.004720084797053416,0.025462848887592242,MFNG,MFNG,6,0.916177118103127,0.6945533787272125,Microglia,Micro_DAM,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,MFNG - NOTCH1;MFNG - NOTCH2
MEGF10,0.5319112551859495,0.02880811807638458,0.00429369227966574,0.02053964573493148,MEGF10,MEGF10,9,0.8293778334040798,0.2169088820892546,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,MEGF10 - ABCA1
PDGFA,0.5444601406712386,0.028717601528189862,0.004203175731471023,0.00427386772328567,PDGFA,PDGFA,8,1.6261604316552,0.42297309492854474,Astrocyte;Microglia,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM,Cerebrovascular_Pericyte;Cerebrovascular_Venous,PDGFA - PDGFRA;PDGFA - PDGFRB
WIF1,0.547825246472065,0.02855581673834156,0.00404139094162272,0.024596438167955575,WIF1,WIF1,3,0.26951128334764984,0.15083676257102993,Astrocyte,Astro_Intermediate,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Venous,WIF1 - RYK
JAG1,0.54002289996877,0.027835428567674285,0.0033210027709554453,-0.005841469389594626,JAG1,JAG1,2,0.07309581312389102,0.05347606366525853,Astrocyte,Astro_Homeostatic,CapEC_ActHigh;CapEC_ActMid,JAG1 - NOTCH4
TGFB2,0.5393299528617501,0.027758381207384324,0.003243955410665484,0.007040590754016421,TGFB2,TGFB2,37,4.04703697732985,1.4379014798032153,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,TGFB2 - ACVR1/TGFBR1/TGFBR2;TGFB2 - ACVR1/TGFBR2;TGFB2 - ACVR1B/TGFBR2;TGFB2 - ACVR1C/TGFBR2;TGFB2 - ENG
HMGB1,0.5304197831938023,0.026536440404276874,0.002022014607558034,0.005249398605286084,HMGB1,HMGB1,9,0.715672756328048,0.3035943734369795,Astrocyte,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte,HMGB1 - HAVCR2;HMGB1 - THBD
LTBP3,0.5171229311960039,0.02560765954313191,0.0010932337464130693,0.009949279621603089,LTBP3,LTBP3,3,0.48842326355679,0.20810065350647866,Astrocyte,Astro_Intermediate;Astro_Reactive,Cerebrovascular_Pericyte;Cerebrovascular_Venous,LTBP3 - ITGB5
