"logFC","logCPM","F","PValue","FDR","gene"
0.921175228184088,6.69546813270491,4.26784771509829,0.0448795746711095,0.869312561018706,"ENPEP"
-0.43874773825557,8.30427642646587,4.26620009938813,0.0448881131205427,0.869312561018706,"SLC30A10"
-0.690580559917887,6.07108539674097,4.22860483634958,0.0454607760884114,0.869312561018706,"NRG2"
-0.425246242695552,6.84320322447645,4.24293135147771,0.0454857921821046,0.869312561018706,"KLHL23"
0.344365274287626,6.77152937789936,4.24146189192101,0.0455369485485793,0.869312561018706,"CALU"
0.94949126442392,6.24661623381873,4.21193903475005,0.045838201873292,0.869312561018706,"LTBP2"
0.248485183503696,7.81180207446198,4.21310780911767,0.0461897519559536,0.869312561018706,"ECPAS"
0.43996222999305,6.56300190962625,4.19224866612592,0.0467437349835481,0.869312561018706,"GOLM1"
-0.35052615540304,7.04979641442683,4.19176780160996,0.0467497934093207,0.869312561018706,"SLAIN2"
-0.225426713382941,10.1045736774151,4.18795185161194,0.0467885937537175,0.869312561018706,"TJP1"
-0.341642106070184,6.82062584167513,4.18858722875894,0.0468298178930432,0.869312561018706,"ATRN"
-0.209238571491957,7.97284146473069,4.18321484389582,0.0469302378958177,0.869312561018706,"RPS6KC1"
-0.279550355361608,7.15489175737558,4.17918393289557,0.0470630890042261,0.869312561018706,"MCU"
-0.427816533958996,6.03942439132719,4.15665228153335,0.0474668096806303,0.869312561018706,"C15orf41"
0.552960864301851,6.19272616977238,4.14246158981344,0.0479350748984575,0.869312561018706,"CLEC1A"
-0.436067616141913,8.31547080329716,4.13241545647265,0.0482187024758661,0.869312561018706,"MAP2"
0.265227078722084,8.19574335804397,4.13040116323371,0.0482728136474276,0.869312561018706,"UBE2H"
