"logFC","logCPM","F","PValue","FDR","Nhood","Subtype","model","compartment"
0.380301003013804,10.8264539144557,0.639109715986426,0.492290929328697,0.999022457841217,186,"Homeostatic","D1_APOE_sex_adjusted","Microglia"
0.129480748632161,10.8675766421291,0.0837691699179513,0.772253679341607,0.999022457841217,187,"DAM","D1_APOE_sex_adjusted","Microglia"
-0.116733804304648,11.6107648418263,0.0943716672700975,0.758692005053158,0.999022457841217,188,"DAM","D1_APOE_sex_adjusted","Microglia"
-0.228730500185347,11.4484324230695,0.331582314741661,0.564730153628335,0.999022457841217,189,"Homeostatic","D1_APOE_sex_adjusted","Microglia"
0.256630033768188,11.0669725251373,0.326079314026011,0.567978196481622,0.999022457841217,190,"Homeostatic","D1_APOE_sex_adjusted","Microglia"
-0.327648784025507,10.9242880614008,0.489755518803098,0.484038024997549,0.999022457841217,191,"DAM","D1_APOE_sex_adjusted","Microglia"
0.104048595533963,10.9658296622306,0.0576240183779703,0.810291966079924,0.999022457841217,192,"DAM","D1_APOE_sex_adjusted","Microglia"
0.0673492379132284,11.4885865510833,0.0293045264129294,0.864078140924816,0.999440338143846,193,"DAM","D1_APOE_sex_adjusted","Microglia"
0.899791771814338,10.9580579055126,3.55071019099607,0.0595228946355548,0.819191443036698,194,"DAM","D1_APOE_sex_adjusted","Microglia"
0.705184984688713,10.8943547023682,2.1360576150523,0.143874376047079,0.874244748762817,195,"DAM","D1_APOE_sex_adjusted","Microglia"
0.500944314428511,11.1845898298304,1.27657439120597,0.258539677070466,0.936759949271347,196,"DAM","D1_APOE_sex_adjusted","Microglia"
0.27151764907279,10.8380537204793,0.296223259402055,0.586261067631213,0.999022457841217,197,"DAM","D1_APOE_sex_adjusted","Microglia"
-0.203791764896361,11.1329393145172,0.206726100036477,0.649346641053843,0.999022457841217,198,"DAM","D1_APOE_sex_adjusted","Microglia"
